timestamp,ref,val,knn,threshold,n-box,acc-full,acc-bbox,mAP,memo,AP0,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,AP11,AP12,AP13,AP14,AP15,AP16,AP17,AP18,AP19,AP20,AP21,AP22,AP23,AP24,AP25,AP26,AP27,AP28,AP29,AP30,FP0,FP1,FP2,FP3,FP4,FP5,FP6,FP7,FP8,FP9,FP10,FP11,FP12,FP13,FP14,FP15,FP16,FP17,FP18,FP19,FP20,FP21,FP22,FP23,FP24,FP25,FP26,FP27,FP28,FP29,FP30,TP0,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30
2019-11-09 21:42:24.289677,frontview-orig,wall,False,0.83,200,0.7936962842941284,0.8051576018333435,0.6480039632898871,random h/v flip,0.6363636363636364,0.8420745920745921,0.7012987012987013,0.9545454545454546,0.2727272727272727,1.0,0.23216783216783216,0.2720959595959596,1.0,0.9752066115702476,0.3636363636363637,0.9090909090909092,0.9090909090909092,0.7373737373737373,0.8181818181818182,1.0,0.8181818181818182,1.0,1.0,0.9440559440559441,0.4632034632034632,0.2545454545454545,0.09090909090909093,0.7272727272727273,0.6212121212121212,0.2818181818181818,0.2272727272727273,0.28787878787878785,0.3636363636363637,0.5151515151515151,0.8691308691308692,0.0,2.0,1.0,1.0,0.0,0.0,8.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,,0.0,1.0,3.0,2.0,4.0,0.0,3.0,2.0,6.0,11.0,6.0,13.0,2.0,10.0,5.0,7.0,13.0,10.0,3.0,8.0,8.0,8.0,7.0,12.0,8.0,9.0,9.0,12.0,6.0,3.0,,8.0,5.0,3.0,2.0,4.0,3.0,6.0,12.0
2019-11-09 21:44:33.352111,frontview2,wall,True,0.83,200,0.6017192006111145,0.4355300962924957,0.09677419354838708,random h/v flip,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.2727272727272727,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2019-11-09 21:46:41.650489,frontview2,wall,False,0.83,200,0.5902578830718994,0.5845271944999695,0.09090909090909087,random h/v flip,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-09 21:48:48.477089,frontview2-orig,wall,True,0.83,200,0.7679083347320557,0.65329509973526,0.504267775235517,random h/v flip,0.4545454545454545,0.6363636363636364,0.9090909090909092,0.9610389610389608,0.7159090909090909,0.2727272727272727,0.18181818181818185,0.19114219114219114,0.858041958041958,1.0,0.5670995670995671,0.3272727272727273,0.9090909090909092,0.09090909090909093,0.18787878787878787,1.0,0.7159090909090909,0.6590909090909091,0.6363636363636364,0.4242424242424242,0.404040404040404,0.13636363636363635,0.09090909090909093,0.09090909090909093,0.571969696969697,0.09848484848484848,0.2272727272727273,0.6608946608946609,0.7142857142857143,0.5750000000000001,0.3636363636363637,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,2.0,0.0,3.0,2.0,0.0,,3.0,0.0,1.0,1.0,0.0,3.0,11.0,1.0,6.0,,3.0,11.0,5.0,2.0,1.0,3.0,0.0,4.0,7.0,8.0,13.0,7.0,1.0,1.0,5.0,11.0,10.0,6.0,3.0,8.0,,2.0,12.0,7.0,7.0,6.0,6.0,7.0,1.0,0.0,,5.0,1.0,3.0,7.0,6.0,7.0,4.0
2019-11-09 21:50:54.461433,frontview2-orig,wall,False,0.83,200,0.6647564172744751,0.6074498295783997,0.4187462098019282,random h/v flip,0.18181818181818185,0.2727272727272727,0.9090909090909092,0.6888666888666889,0.3181818181818182,0.09090909090909093,0.09090909090909093,0.16705516705516707,0.4825174825174826,1.0,0.5746753246753247,0.3636363636363637,0.9090909090909092,0.09090909090909093,0.5909090909090909,0.9090909090909092,0.7159090909090909,0.303030303030303,0.8686868686868686,0.09090909090909093,0.1792207792207792,0.2727272727272727,0.09090909090909093,0.13636363636363635,0.7613636363636364,0.1590909090909091,0.1575757575757576,0.6060606060606061,0.18181818181818185,0.3322314049586777,0.4848484848484848,0.0,0.0,0.0,4.0,1.0,,,14.0,5.0,0.0,2.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,1.0,10.0,0.0,,1.0,1.0,9.0,4.0,2.0,0.0,6.0,3.0,1.0,2.0,8.0,10.0,3.0,,,4.0,8.0,11.0,6.0,2.0,8.0,,5.0,10.0,7.0,2.0,8.0,0.0,4.0,2.0,,1.0,7.0,3.0,2.0,7.0,1.0,5.0,6.0
2019-11-09 21:53:14.258554,wall-orig,wall,True,0.83,200,0.99426931142807,0.9914039969444276,0.7687492728117119,random h/v flip,0.9757575757575756,0.8056355409296586,0.7215909090909091,0.9760765550239234,0.4650717703349282,0.5233766233766234,0.9710743801652892,0.7056635225239876,0.9201974496092143,0.9545454545454546,0.8693181818181818,0.4854754440961337,0.9090909090909092,0.9409681227863044,0.8787878787878788,0.9732620320855614,0.4536363636363637,0.3636363636363637,1.0,0.941919191919192,0.8715728715728716,0.9380619380619382,0.5619834710743802,0.9930069930069928,0.8701298701298701,0.4526307026307027,0.759090909090909,0.7474747474747474,0.7192513368983957,0.3103448275862069,0.7725955204216074,4.0,23.0,9.0,5.0,13.0,7.0,7.0,28.0,22.0,11.0,7.0,23.0,0.0,4.0,4.0,5.0,19.0,5.0,0.0,23.0,58.0,2.0,24.0,1.0,6.0,6.0,13.0,4.0,10.0,23.0,10.0,11.0,11.0,7.0,14.0,6.0,7.0,15.0,15.0,12.0,11.0,9.0,6.0,8.0,10.0,8.0,12.0,6.0,5.0,10.0,13.0,14.0,12.0,9.0,12.0,8.0,7.0,7.0,8.0,7.0,6.0,13.0
2019-11-09 21:55:32.352058,wall-orig,wall,False,0.83,200,0.9742120504379272,0.982807993888855,0.8385264651425053,random h/v flip,0.9765840220385674,0.9245491350754508,0.7866161616161617,1.0,0.9348025711662076,1.0,0.8812070282658517,0.4821373912283003,0.9786096256684492,0.9924242424242424,0.9090909090909092,0.8311688311688311,0.9090909090909092,0.7236914600550964,0.75,0.987012987012987,0.8925619834710744,0.4980716253443526,0.9727272727272728,0.8366744366744366,0.6408765283752672,0.8517316017316017,0.609504132231405,0.8774104683195593,0.7954545454545454,0.5696969696969697,0.7556818181818182,0.9,0.898989898989899,0.9930069930069928,0.8349468713105078,2.0,7.0,2.0,0.0,8.0,0.0,4.0,16.0,4.0,1.0,0.0,6.0,0.0,3.0,1.0,2.0,2.0,5.0,1.0,4.0,43.0,3.0,8.0,2.0,1.0,4.0,9.0,1.0,1.0,1.0,3.0,10.0,12.0,7.0,14.0,10.0,10.0,13.0,11.0,13.0,11.0,9.0,8.0,8.0,8.0,7.0,12.0,9.0,6.0,9.0,11.0,10.0,11.0,8.0,10.0,7.0,8.0,7.0,9.0,8.0,12.0,12.0
2019-11-09 21:57:46.258295,floor,wall,True,0.83,200,0.7736389636993408,0.68767911195755,0.5688856231744794,random h/v flip,0.5746753246753247,0.93986013986014,0.9090909090909092,0.9805194805194806,0.09090909090909093,0.6233766233766235,0.8124836022563294,0.3143939393939394,0.856060606060606,0.7443919716646991,0.6363636363636364,0.34545454545454546,0.18181818181818185,0.19696969696969696,0.7795454545454544,0.8774104683195593,0.3696969696969697,0.8282828282828283,0.3181818181818182,0.9660339660339662,0.490909090909091,0.5454545454545454,0.09090909090909093,0.09090909090909093,0.5454545454545454,0.4220779220779221,0.2415584415584416,0.6957070707070707,0.7272727272727273,0.5699855699855699,0.8696969696969696,2.0,3.0,0.0,1.0,6.0,1.0,5.0,3.0,1.0,5.0,0.0,6.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,7.0,0.0,2.0,7.0,2.0,1.0,2.0,2.0,6.0,12.0,8.0,13.0,0.0,6.0,13.0,5.0,11.0,9.0,6.0,4.0,1.0,2.0,7.0,10.0,4.0,8.0,3.0,12.0,7.0,6.0,0.0,0.0,4.0,5.0,3.0,7.0,7.0,7.0,13.0
2019-11-09 22:00:01.633629,floor,wall,False,0.83,200,0.7163323760032654,0.7077363729476929,0.6485205980074017,random h/v flip,0.797979797979798,1.0,0.9090909090909092,1.0,0.1212121212121212,0.7159090909090909,0.7636363636363637,0.2935950413223141,0.6671328671328672,0.9104683195592286,0.9090909090909092,0.6590909090909091,0.9090909090909092,0.41818181818181815,0.8068181818181818,1.0,0.4588744588744589,0.9090909090909092,0.6233766233766235,0.9720279720279721,0.3039485766758494,0.6467532467532467,0.09090909090909093,0.09090909090909093,0.6818181818181818,0.09917355371900824,0.11363636363636365,0.8080808080808081,0.9090909090909092,0.5151515151515151,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,10.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,6.0,2.0,12.0,,2.0,10.0,7.0,1.0,0.0,4.0,0.0,8.0,13.0,8.0,14.0,1.0,7.0,12.0,6.0,10.0,10.0,9.0,7.0,8.0,4.0,7.0,12.0,5.0,8.0,6.0,12.0,5.0,8.0,0.0,,6.0,1.0,1.0,8.0,8.0,8.0,15.0
2019-11-09 22:02:15.525527,floor-orig,wall,True,0.83,200,0.7851002812385559,0.8395415544509888,0.5600385753225697,random h/v flip,0.7474747474747474,0.9356643356643356,0.5077922077922078,0.7824675324675325,0.0979020979020979,0.5415584415584416,0.7989898989898989,0.4468614718614718,0.5115936694884063,0.5217963854327491,0.2287712287712288,0.14918414918414918,0.9090909090909092,0.9,0.7909090909090909,1.0,0.7575757575757577,1.0,0.9917355371900826,0.9277389277389276,0.3504662004662004,0.628099173553719,0.09090909090909093,0.25,0.2424242424242424,0.17272727272727273,0.2229437229437229,0.3636363636363637,0.6363636363636364,0.2327823691460056,0.6237373737373737,1.0,8.0,9.0,4.0,12.0,3.0,5.0,10.0,10.0,6.0,10.0,11.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,6.0,30.0,3.0,17.0,5.0,1.0,7.0,15.0,6.0,2.0,8.0,5.0,8.0,12.0,5.0,12.0,1.0,7.0,13.0,11.0,9.0,7.0,3.0,2.0,8.0,9.0,7.0,12.0,8.0,10.0,10.0,12.0,9.0,8.0,0.0,3.0,2.0,3.0,3.0,4.0,6.0,4.0,10.0
2019-11-09 22:04:27.820994,floor-orig,wall,False,0.83,200,0.7163323760032654,0.7936962842941284,0.6351138245379141,random h/v flip,0.6363636363636364,0.9829545454545454,0.9090909090909092,0.9424242424242424,0.0962566844919786,0.4977272727272727,0.9583333333333331,0.2988835725677831,0.9935064935064936,0.9244391971664696,0.7070707070707071,0.6608946608946609,0.7752525252525253,0.8636363636363636,0.2272727272727273,1.0,0.9090909090909092,1.0,0.9090909090909092,0.9650349650349652,0.3102453102453102,0.5151515151515151,0.09090909090909093,0.5499999999999999,0.09090909090909093,0.09848484848484848,0.10984848484848483,0.7777777777777778,0.9090909090909092,0.16666666666666666,0.8121212121212124,0.0,3.0,0.0,2.0,16.0,3.0,2.0,12.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,21.0,2.0,21.0,2.0,3.0,11.0,11.0,1.0,0.0,10.0,3.0,6.0,13.0,8.0,13.0,1.0,5.0,14.0,8.0,13.0,10.0,7.0,7.0,7.0,9.0,2.0,12.0,9.0,10.0,9.0,12.0,6.0,7.0,0.0,6.0,0.0,1.0,1.0,8.0,8.0,2.0,12.0
2019-11-09 22:20:36.213042,wall,office,True,0.83,200,0.225053071975708,0.6518046855926514,0.2444172477896817,random h/v flip,0.09090909090909093,0.12626262626262627,0.34545454545454546,0.1636363636363636,0.09090909090909093,0.1818181818181818,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.18181818181818185,0.4848484848484849,0.43376623376623374,0.2954545454545455,0.15757575757575756,0.13636363636363635,0.4628099173553719,0.5353535353535354,0.4979020979020979,0.22827172827172826,0.09090909090909093,0.10389610389610388,0.14285714285714282,0.09090909090909093,0.10389610389610388,0.3333333333333333,0.09090909090909093,0.13636363636363635,0.4545454545454545,0.6363636363636364,0.1212121212121212,0.5858585858585859,4.0,10.0,1.0,3.0,2.0,4.0,1.0,4.0,6.0,0.0,2.0,4.0,1.0,4.0,1.0,5.0,1.0,6.0,9.0,1.0,6.0,5.0,4.0,6.0,2.0,,1.0,0.0,0.0,2.0,1.0,0.0,2.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,6.0,3.0,2.0,1.0,6.0,8.0,9.0,5.0,0.0,1.0,2.0,0.0,1.0,4.0,,1.0,5.0,8.0,1.0,8.0
2019-11-09 22:24:35.909745,no-masked-trimed,office,True,0.83,200,0.09978768229484558,0.41401273012161255,0.12400573522274401,random h/v flip,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.10227272727272728,0.09090909090909093,0.09090909090909093,0.2727272727272727,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.1590909090909091,0.09090909090909093,0.2727272727272727,0.2960372960372961,0.09090909090909093,0.09090909090909093,0.18181818181818185,0.10909090909090907,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.359504132231405,0.09090909090909093,0.09090909090909093,3.0,,1.0,,,7.0,,,0.0,16.0,,,,6.0,,0.0,7.0,4.0,1.0,0.0,4.0,,,,6.0,,,,6.0,,,0.0,,0.0,,,1.0,,,2.0,0.0,,,,2.0,,2.0,6.0,0.0,0.0,1.0,1.0,,,,0.0,,,,5.0,,
2019-11-09 22:27:22.478381,no-masked-trimed,office,True,0.83,200,0.1104033961892128,0.41825902462005615,0.1209566337865458,,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.13636363636363635,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.17045454545454544,0.09090909090909093,0.3636363636363637,0.25,0.09090909090909093,0.09090909090909093,0.18181818181818185,0.10606060606060606,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.359504132231405,0.09090909090909093,0.09090909090909093,3.0,,6.0,,,8.0,,,1.0,17.0,,,,5.0,,0.0,7.0,6.0,1.0,0.0,5.0,,,,5.0,,,,6.0,,,0.0,,0.0,,,0.0,,,1.0,0.0,,,,3.0,,3.0,5.0,0.0,0.0,1.0,1.0,,,,0.0,,,,5.0,,
2019-11-09 22:29:28.492705,no-masked-trimed,office,False,0.83,200,0.1889596581459045,0.4479830265045166,0.10660522273425496,,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.1532467532467532,0.09090909090909093,0.09090909090909093,0.18181818181818185,0.1212121212121212,0.09090909090909093,0.09090909090909093,0.18181818181818185,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.303030303030303,0.09090909090909093,0.09090909090909093,3.0,16.0,13.0,,,7.0,,2.0,5.0,17.0,,0.0,2.0,10.0,4.0,0.0,13.0,11.0,1.0,2.0,5.0,,,,8.0,,2.0,3.0,8.0,,,0.0,0.0,0.0,,,0.0,,0.0,2.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,4.0,,
2019-11-09 22:31:23.570774,masked-trimed,office,True,0.83,200,0.09554140269756316,0.331210196018219,0.09384164222873898,,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.18181818181818185,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
2019-11-09 22:33:32.102097,masked-trimed,office,False,0.83,200,0.08704882860183716,0.3842887580394745,0.09090909090909087,,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,,,,,,,,,1.0,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,,,,,,,,,,,
2019-11-09 22:35:28.883290,frontview,office,True,0.83,200,0.2292993664741516,0.6199575662612915,0.14013748551871716,,0.09090909090909093,0.09090909090909093,0.0974025974025974,0.2272727272727273,0.09090909090909093,0.0979020979020979,0.09090909090909093,0.09090909090909093,0.09848484848484848,0.09696969696969696,0.09090909090909093,0.1717171717171717,0.2303030303030303,0.16804407713498626,0.13341204250295158,0.3181818181818182,0.5988556897647807,0.125,0.09848484848484848,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.3367768595041322,0.09090909090909093,0.09090909090909093,10.0,12.0,13.0,2.0,3.0,12.0,4.0,1.0,11.0,14.0,14.0,7.0,6.0,9.0,9.0,5.0,3.0,14.0,11.0,6.0,13.0,7.0,6.0,9.0,10.0,11.0,6.0,10.0,6.0,4.0,10.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,5.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2019-11-09 22:37:17.365288,frontview,office,False,0.83,200,0.24840764701366425,0.5944798588752747,0.1042091217677728,,0.09090909090909093,0.09090909090909093,0.15206611570247933,0.18787878787878787,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.10389610389610388,0.09090909090909093,0.09917355371900824,0.17272727272727273,0.09696969696969696,0.09659090909090907,0.09848484848484848,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.17024793388429751,0.13636363636363635,0.0979020979020979,11.0,17.0,8.0,3.0,,13.0,4.0,5.0,14.0,17.0,14.0,5.0,6.0,11.0,10.0,7.0,14.0,15.0,11.0,5.0,13.0,11.0,2.0,9.0,8.0,10.0,7.0,11.0,8.0,1.0,12.0,0.0,0.0,3.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0
2019-11-09 22:39:10.279737,frontview-orig,office,True,0.83,200,0.25053077936172485,0.675159215927124,0.15402153239396638,,0.09090909090909093,0.09090909090909093,0.12424242424242425,0.3727272727272727,0.101010101010101,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.16969696969696968,0.09090909090909093,0.09848484848484848,0.3568181818181818,0.3,0.0979020979020979,0.12987012987012986,0.5,0.37662337662337664,0.09090909090909093,0.0979020979020979,0.09917355371900824,0.16450216450216448,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09848484848484848,0.09090909090909093,0.09090909090909093,0.1266233766233766,0.26515151515151514,0.11363636363636365,0.09090909090909093,11.0,16.0,10.0,6.0,8.0,12.0,5.0,10.0,8.0,16.0,11.0,5.0,7.0,12.0,12.0,7.0,8.0,16.0,12.0,10.0,12.0,10.0,4.0,10.0,11.0,5.0,12.0,12.0,7.0,3.0,15.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,5.0,3.0,1.0,2.0,7.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,0.0
2019-11-09 22:41:00.925751,frontview-orig,office,False,0.83,200,0.2271762192249298,0.6433120965957642,0.11266571486512833,,0.09090909090909093,0.09090909090909093,0.12626262626262627,0.2826446280991735,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.0979020979020979,0.09090909090909093,0.09090909090909093,0.2196969696969697,0.15454545454545454,0.09090909090909093,0.09848484848484848,0.1983471074380165,0.13086913086913085,0.09090909090909093,0.09848484848484848,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.17630853994490356,0.09090909090909093,0.09090909090909093,9.0,18.0,10.0,6.0,10.0,13.0,5.0,15.0,12.0,17.0,9.0,6.0,8.0,14.0,11.0,9.0,11.0,13.0,11.0,7.0,13.0,12.0,6.0,8.0,9.0,3.0,10.0,11.0,8.0,1.0,14.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
2019-11-09 22:42:50.773196,frontview2,office,True,0.83,200,0.2123142182826996,0.467091292142868,0.09090909090909087,,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,8.0,10.0,9.0,,,9.0,3.0,10.0,14.0,17.0,2.0,3.0,9.0,1.0,11.0,1.0,15.0,16.0,13.0,,9.0,3.0,8.0,1.0,1.0,14.0,11.0,6.0,,13.0,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
2019-11-09 22:44:40.892790,frontview2,office,False,0.83,200,0.18046708405017853,0.450106143951416,0.0912756598240469,,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.10227272727272728,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,9.0,7.0,10.0,1.0,,9.0,1.0,13.0,14.0,17.0,2.0,6.0,11.0,,7.0,3.0,15.0,16.0,2.0,1.0,12.0,10.0,5.0,1.0,,14.0,11.0,3.0,,13.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
2019-11-09 22:46:29.602342,frontview2-orig,office,True,0.83,200,0.2632696330547333,0.7048832178115845,0.1458341837374095,,0.09090909090909093,0.09090909090909093,0.2474747474747475,0.11888111888111888,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.0974025974025974,0.09090909090909093,0.459090909090909,0.19696969696969696,0.101010101010101,0.09090909090909093,0.14545454545454545,0.3181818181818182,0.09090909090909093,0.1616161616161616,0.11904761904761905,0.09090909090909093,0.09090909090909093,0.0979020979020979,0.09090909090909093,0.09090909090909093,0.19318181818181807,0.09090909090909093,0.09090909090909093,0.20909090909090908,0.501010101010101,0.1,0.09090909090909093,6.0,16.0,5.0,11.0,2.0,13.0,8.0,18.0,13.0,14.0,2.0,10.0,8.0,16.0,8.0,1.0,9.0,16.0,12.0,12.0,11.0,12.0,14.0,11.0,5.0,13.0,15.0,7.0,3.0,9.0,13.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,7.0,1.0,0.0
2019-11-09 22:48:18.998663,frontview2-orig,office,False,0.83,200,0.2271762192249298,0.6029723882675171,0.11073999314468523,,0.09090909090909093,0.09090909090909093,0.2640692640692641,0.09848484848484848,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.11363636363636365,0.09090909090909093,0.1,0.09090909090909093,0.09917355371900824,0.2727272727272727,0.09090909090909093,0.09090909090909093,0.18181818181818185,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.09090909090909093,0.2121212121212121,0.09090909090909093,0.09090909090909093,9.0,16.0,3.0,11.0,5.0,12.0,12.0,16.0,14.0,12.0,3.0,4.0,9.0,16.0,10.0,0.0,12.0,16.0,8.0,12.0,12.0,10.0,14.0,9.0,6.0,12.0,12.0,13.0,6.0,10.0,12.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
