timestamp,ref,val,n-sample,knn,texture,slide,threshold,n-box,acc-full,acc-bbox,mAP,memo,AP0,AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,AP11,AP12,AP13,AP14,AP15,AP16,AP17,AP18,AP19,AP20,AP21,AP22,AP23,AP24,AP25,AP26,AP27,AP28,AP29,AP30,FP0,FP1,FP2,FP3,FP4,FP5,FP6,FP7,FP8,FP9,FP10,FP11,FP12,FP13,FP14,FP15,FP16,FP17,FP18,FP19,FP20,FP21,FP22,FP23,FP24,FP25,FP26,FP27,FP28,FP29,FP30,TP0,TP1,TP2,TP3,TP4,TP5,TP6,TP7,TP8,TP9,TP10,TP11,TP12,TP13,TP14,TP15,TP16,TP17,TP18,TP19,TP20,TP21,TP22,TP23,TP24,TP25,TP26,TP27,TP28,TP29,TP30,ACC0,ACC1,ACC2,ACC3,ACC4,ACC5,ACC6,ACC7,ACC8,ACC9,ACC10,ACC11,ACC12,ACC13,ACC14,ACC15,ACC16,ACC17,ACC18,ACC19,ACC20,ACC21,ACC22,ACC23,ACC24,ACC25,ACC26,ACC27,ACC28,ACC29,ACC30
2019-11-19 22:11:14.094891,trimed-floor,wall,3,True,True,False,0.83,200,0.5300859808921814,0.6446991562843323,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4545454545454545,1.0,1.0,1.0,0.09090909090909093,0.5,0.8,1.0,1.0,1.0,0.5555555555555556,0.8,1.0,0.18181818181818185,0.625,0.9166666666666666,1.0,0.8,0.9,1.0,1.0,0.6923076923076923,0.0,0.16666666666666666,0.25,0.08333333333333333,0.5,0.2222222222222222,0.0,0.08333333333333333,0.7333333333333333
2019-11-19 22:12:50.881619,trimed-floor,wall,3,True,True,False,0.83,200,0.5530086159706116,0.6618911027908325,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09090909090909093,1.0,1.0,1.0,0.09090909090909093,0.4,0.9333333333333332,1.0,1.0,1.0,0.3333333333333333,0.8,0.875,0.8181818181818182,0.75,0.8333333333333334,1.0,0.6,0.6,1.0,0.9285714285714286,0.6923076923076923,0.0,0.0,0.125,0.25,1.0,0.0,0.875,0.08333333333333333,0.9333333333333332
2019-11-19 22:13:41.013140,trimed-floor,wall,3,True,True,False,0.83,200,0.5300859808921814,0.6361031532287598,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6363636363636364,0.15384615384615385,1.0,1.0,0.0,0.7,0.7333333333333333,0.7368421052631579,1.0,1.0,0.1111111111111111,0.8,1.0,0.7272727272727273,0.875,1.0,0.7777777777777778,0.3,0.2,1.0,0.9285714285714286,0.7692307692307693,0.0,0.0,0.5,0.4166666666666667,0.5,0.1111111111111111,1.0,0.75,0.8
2019-11-19 22:13:41.097113,trimed-floor,wall,3,True,True,True,0.83,200,0.3553008735179901,0.7134670615196228,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6363636363636364,0.15384615384615385,1.0,1.0,0.0,0.7,0.7333333333333333,0.7368421052631579,1.0,1.0,0.1111111111111111,0.8,1.0,0.7272727272727273,0.875,1.0,0.7777777777777778,0.3,0.2,1.0,0.9285714285714286,0.7692307692307693,0.0,0.0,0.5,0.4166666666666667,0.5,0.1111111111111111,1.0,0.75,0.8
2019-11-19 22:14:09.077642,trimed-floor,wall,3,False,True,False,0.83,200,0.515759289264679,0.6074498295783997,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4545454545454545,0.2307692307692308,1.0,1.0,0.0,0.9,0.9333333333333332,0.4736842105263158,1.0,1.0,0.1111111111111111,0.8,1.0,0.7272727272727273,0.625,0.9166666666666666,0.7777777777777778,0.2,0.1,1.0,0.9285714285714286,0.6923076923076923,0.0,0.0,0.625,0.5,0.5,0.0,0.875,0.25,1.0
2019-11-19 22:14:09.106649,trimed-floor,wall,3,False,True,True,0.83,200,0.32951289415359497,0.6733524203300476,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4545454545454545,0.2307692307692308,1.0,1.0,0.0,0.9,0.9333333333333332,0.4736842105263158,1.0,1.0,0.1111111111111111,0.8,1.0,0.7272727272727273,0.625,0.9166666666666666,0.7777777777777778,0.2,0.1,1.0,0.9285714285714286,0.6923076923076923,0.0,0.0,0.625,0.5,0.5,0.0,0.875,0.25,1.0
2019-11-19 22:14:40.681528,trimed-floor,frontview2,3,True,True,False,0.83,200,0.20499108731746676,0.4901960790157318,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,0.13333333333333333,0.7368421052631579,0.9583333333333334,0.0,0.5,0.7058823529411765,0.5416666666666666,1.0,0.8666666666666667,0.3333333333333333,0.5789473684210527,0.8125,0.4583333333333333,0.1875,0.8181818181818182,0.875,0.3333333333333333,0.1875,0.6,0.9333333333333332,0.8571428571428571,0.0,0.13333333333333333,0.125,0.3333333333333333,0.7894736842105263,0.17647058823529413,0.13333333333333333,0.3809523809523809,0.0
2019-11-19 22:14:40.727514,trimed-floor,frontview2,3,True,True,True,0.83,200,0.10695187002420424,0.5882353186607361,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,0.13333333333333333,0.7368421052631579,0.9583333333333334,0.0,0.5,0.7058823529411765,0.5416666666666666,1.0,0.8666666666666667,0.3333333333333333,0.5789473684210527,0.8125,0.4583333333333333,0.1875,0.8181818181818182,0.875,0.3333333333333333,0.1875,0.6,0.9333333333333332,0.8571428571428571,0.0,0.13333333333333333,0.125,0.3333333333333333,0.7894736842105263,0.17647058823529413,0.13333333333333333,0.3809523809523809,0.0
2019-11-19 22:15:12.300139,trimed-floor,frontview2,3,False,True,False,0.83,200,0.247771829366684,0.5062388777732849,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,0.2,0.7368421052631579,0.9166666666666666,0.05555555555555555,0.5714285714285714,0.7647058823529411,0.5833333333333334,0.9411764705882352,0.8666666666666667,0.6111111111111112,0.5789473684210527,1.0,0.5416666666666666,0.375,0.8181818181818182,1.0,0.3333333333333333,0.125,0.64,0.9333333333333332,0.9047619047619048,0.0,0.06666666666666668,0.0,0.14285714285714285,0.7894736842105263,0.17647058823529413,0.13333333333333333,0.2380952380952381,0.0
2019-11-19 22:15:12.340125,trimed-floor,frontview2,3,False,True,True,0.83,200,0.11586453020572662,0.6185383200645447,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,0.2,0.7368421052631579,0.9166666666666666,0.05555555555555555,0.5714285714285714,0.7647058823529411,0.5833333333333334,0.9411764705882352,0.8666666666666667,0.6111111111111112,0.5789473684210527,1.0,0.5416666666666666,0.375,0.8181818181818182,1.0,0.3333333333333333,0.125,0.64,0.9333333333333332,0.9047619047619048,0.0,0.06666666666666668,0.0,0.14285714285714285,0.7894736842105263,0.17647058823529413,0.13333333333333333,0.2380952380952381,0.0
